phrase	length	count
rr.k. 	1	31
живојина 	1	31
rr.k. hyrja 	2	31
frasheri 	1	31
stambena 	1	31
beteja 	1	31
кафе 	1	31
lidhja 	1	31
вук 	1	31
apoteka 	1	31
abdulla 	1	31
нис петрол 	2	31
proleterske 	1	31
олге 	1	31
техничка школа 	2	30
лепенички булевар 	2	30
muharrem 	1	30
николаја 	1	30
vojvode 	1	30
јосифа 	1	30
ahmet 	1	30
stari 	1	30
николића 	1	30
караџић 	1	30
васе чарапића 	2	30
nis 	1	30
козарачка 	1	30
бухе 	1	30
dr. 	1	30
београд 	1	30
beteja e 	2	30
marka 	1	30
драгослава 	1	30
болница 	1	30
никола 	1	30
мала 	1	30
доктора 	1	30
njegoševa 	1	30
бошка бухе 	2	30
ристића 	1	30
уроша 	1	30
лепенички 	1	30
веселиновића 	1	30
tita 	1	29
армије 	1	29
шумадијска 	1	29
владе 	1	29
tahir 	1	29
авалска 	1	29
владимира назора 	2	29
таковска 	1	29
и јединства 	2	29
радосављевића 	1	29
милентија 	1	29
dhe 	1	29
ниш 	1	29
рајића 	1	29
lidhja e 	2	29
главаша 	1	29
лукоил 	1	29
пилота 	1	29
петровић 	1	29
дожа ђерђа 	2	29
храм 	1	29
zdravlja 	1	29
синђелића 	1	29
јована јовановића змаја 	3	29
радомира 	1	29
крајишка 	1	29
јовановића змаја 	2	29
соње 	1	28
партизански 	1	28
бачка 	1	28
јовановић 	1	28
јанка веселиновића 	2	28
мишка 	1	28
сомборска 	1	28
горана 	1	28
adem jashari 	2	28
булевар милутина миланковића 	3	28
bardhyl 	1	28
града 	1	28
булевар милутина 	2	28
булевар деспота 	2	28
старине 	1	28
станоја главаша 	2	28
прерадовићева 	1	28
бурсаћ 	1	28
enver 	1	28
restoran 	1	28
јован 	1	28
зелена 	1	28
дринска 	1	28
ii 	1	28
ресавска 	1	28
posta 	1	28
уметности 	1	28
ивана милутиновића 	2	28
слободана пенезића 	2	28
савска магистрала 	2	28
краљевића марка 	2	28
булевар деспота стефана 	3	28
милентија поповића 	2	27
филиповића 	1	27
миловановића 	1	27
sv. 	1	27
isa 	1	27
видовданска 	1	27
константина 	1	27
боре станковића 	2	27
љубице 	1	27
гандијева 	1	27
фрање 	1	27
полицијска 	1	27
босанска 	1	27
сава 	1	27
богородице 	1	27
osmani 	1	27
миливоја 	1	27
