phrase	length	count
avinguda de josep 	3	106
margarida 	1	106
sant bartomeu 	2	105
autopista palma 	2	105
menorca 	1	105
carrer del mig 	3	105
onze 	1	105
robert 	1	105
cugat 	1	104
passeig de les 	3	104
carrèr 	1	104
pont del 	2	104
carrer de sant sebastià 	4	104
carrer de llevant 	3	104
rector 	1	104
d'elx 	1	104
pep ventura 	2	104
carrer del doctor fleming 	4	104
migjorn 	1	104
agustí 	1	104
del pilar 	2	104
del poeta 	2	103
d'olot 	1	103
reina 	1	103
del roser 	2	103
ciutat de 	2	103
travessera del 	2	103
puigmal 	1	103
alt 	1	103
isabel 	1	103
mas de 	2	103
cadí 	1	102
marià 	1	102
roma 	1	102
d'alfons 	1	102
del camí de 	3	102
plaça de catalunya 	3	102
la salut 	2	102
de valls 	2	102
font de la 	3	102
de l'ajuntament 	2	101
passeig de sant 	3	101
la costa brava 	3	101
serrano 	1	101
de ribes 	2	101
casa 	1	101
albert 	1	101
l'ajuntament 	1	101
priorat 	1	101
coll de 	2	101
ramón y 	2	101
carrer de carles 	3	100
de josep tarradellas 	3	100
eix costaner 	2	100
de cervera 	2	100
santa teresa 	2	100
carrer del portal 	3	100
ginesta 	1	100
ramón y cajal 	3	100
costaner 	1	100
de la salut 	3	99
vinyes 	1	99
urbanització 	1	99
mirador 	1	99
avenida 	1	99
barca 	1	99
carrer camí 	2	99
carrer font 	2	99
carrer de dalt 	3	99
primer 	1	99
balears 	1	99
de ramon llull 	3	99
la font del 	3	99
remei 	1	98
barraquer 	1	98
onze de 	2	98
la muralla 	2	98
vinaroz 	1	98
avinguda d'europa 	2	98
anselm 	1	98
xii 	1	98
carrer de la serra 	4	98
del ferrocarril 	2	98
domènec 	1	98
de la font del 	4	98
santa coloma 	2	98
carrer verge de 	3	98
del canal 	2	98
onze de setembre 	3	98
carrer sant joan 	3	97
la sardana 	2	97
de ferran 	2	97
ronda nord 	2	97
carrer mossèn 	2	97
de la muralla 	3	96
deu 	1	96
sant vicenç 	2	96
carrer de l'hospital 	3	96
escola 	1	96
carrer de baix 	3	96
planes 	1	96
de l'ermita 	2	96
camí del mig 	3	96
narcís monturiol 	2	96
ponts 	1	96
la barca 	2	96
de roger 	2	96
la via 	2	96
gregal 	1	96
carrer de salvador espriu 	4	96
de josé 	2	95
sant salvador 	2	95
país 	1	95
carrer les 	2	95
quart 	1	95
carrer de ramón 	3	95
músic 	1	95
carrer pare 	2	95
lateral 	1	95
la mare de déu del 	5	95
carrer de les eres 	4	95
cardener 	1	95
de martí 	2	95
dos 	1	94
vidal i 	2	94
albatera 	1	94
carrer de roger 	3	94
dolores 	1	94
de la barca 	3	94
carrer de cervantes 	3	94
autopista pau casals 	3	94
del romaní 	2	94
agost 	1	94
mata 	1	94
avinguda de francesc 	3	94
via augusta 	2	94
autopista pau 	2	94
figuera 	1	93
carrer de la bassa 	4	93
de la via 	3	93
de montcada 	2	93
pons 	1	93
carre 	1	93
oliver 	1	93
la mercè 	2	93
d'eduard 	1	93
carretera santander 	2	93
l'illa 	1	93
blanc 	1	93
pius 	1	93
torras 	1	93
de roger de 	3	93
dénia 	1	92
de la selva 	3	92
de la sardana 	3	92
de santiago rusiñol 	3	92
carrer d'anselm clavé 	3	92
pista de 	2	92
la diputació 	2	92
de la diputació 	3	92
de jesús 	2	92
de la mercè 	3	92
camí de la font 	4	92
passeig dels 	2	92
carrer del bruc 	3	92
pere de 	2	92
dalí 	1	91
i bages 	2	91
comerç 	1	91
carrer del migdia 	3	91
l'era 	1	91
cova 	1	91
bàrbara 	1	91
rovira 	1	91
carrer de roger de 	4	91
carrer riu 	2	91
carrer de mallorca 	3	90
número 	1	90
avinguda del vallès 	3	90
carrer de ramon llull 	4	90
grupo 	1	90
de l'estany 	2	90
tàrrega 	1	90
valencià 	1	90
d'isaac 	1	90
carrer del poeta 	3	90
l'arquitecte 	1	90
avinguda del mar 	3	90
antoni maria 	2	90
l'estany 	1	90
de l'arquitecte 	2	90
carrer del canigó 	3	90
canonge 	1	90
del remei 	2	90
la ribera 	2	89
sants 	1	89
carrer puig 	2	89
del prat 	2	89
del marquès de 	3	89
flors 	1	89
sant esteve 	2	89
de prat 	2	89
carrer miquel 	2	89
alcover 	1	89
carrera 	1	89
de l'ametlla 	2	89
santa bàrbara 	2	89
l'ametlla 	1	89
carrer d'isaac 	2	89
plaça de la vila 	4	89
carrer del camp 	3	89
garrigues 	1	89
d'octubre 	1	88
lorca 	1	88
garcia 	1	88
carrer mas 	2	88
cementeri 	1	88
tavernes 	1	88
lluna 	1	88
de castellar 	2	88
elche 	1	88
la platja 	2	88
vilafranca 	1	88
sala 	1	88
de sant ramon 	3	88
marc 	1	88
túnel 	1	88
avinguda del doctor 	3	88
ronda de la 	3	88
de sant pau 	3	88
castro 	1	87
de tavernes 	2	87
avinguda de gabriel 	3	87
moreres 	1	87
àngel 	1	87
del progrés 	2	87
de josep pla 	3	87
de la ribera 	3	87
carrer dels pins 	3	87
sant cugat 	2	87
dels germans 	2	86
carrer del pi 	3	86
nou de 	2	86
benet 	1	86
ca'n 	1	86
folch 	1	86
joanot 	1	86
anselm clavé 	2	86
de miguel 	2	86
por 	1	85
autopista barcelona-manresa 	2	85
carrer d'es 	2	85
palmeres 	1	85
sèquia 	1	85
bou 	1	85
ctra. 	1	85
carretera girona-palamós 	2	85
castell de 	2	85
carrer tramuntana 	2	85
barcelona-manresa 	1	85
fernando 	1	85
pallars 	1	85
vista 	1	85
del cardenal 	2	85
girona-palamós 	1	85
carrer lleida 	2	85
la vinya 	2	85
i la 	2	85
dolors 	1	85
joan carles 	2	84
olot 	1	84
bosch 	1	84
d'enric granados 	2	84
de nostra 	2	84
de sant bartomeu 	3	84
jeroni 	1	84
segarra 	1	84
roda 	1	84
roja 	1	84
güell 	1	84
carrer de santiago rusiñol 	4	84
accés 	1	84
l'horta 	1	84
de guillem 	2	84
la unió 	2	83
víctor 	1	83
pineda 	1	83
mudéjar 	1	83
murillo 	1	83
la cerdanya 	2	83
en 	1	83
de la muntanya 	3	83
del vent 	2	83
del roure 	2	83
goya 	1	83
senyora de 	2	83
variant 	1	83
la roca 	2	83
de sant andreu 	3	83
i cajal 	2	83
carrer de joan miró 	4	83
d 	1	83
plaça de l'ajuntament 	3	83
la muntanya 	2	83
carrer de josé 	3	83
les garrigues 	2	83
de ca'n 	2	83
autovía mudéjar 	2	83
oliveres 	1	83
joanot martorell 	2	83
l'empordà 	1	83
bellavista 	1	83
vilanova i 	2	82
universitat 	1	82
l'alzina 	1	82
de la vinya 	3	82
l'esglèsia 	1	82
muntaner 	1	82
sant feliu 	2	82
pi i 	2	82
carrer de la muralla 	4	82
monestir 	1	82
ibèrica 	1	82
trueta 	1	82
carrer de santa anna 	4	82
ignasi 	1	82
la ginesta 	2	82
roques 	1	82
central 	1	82
castellet 	1	82
aparcament 	1	81
vilanova i la 	3	81
de nostra senyora 	3	81
església 	1	81
tarongers 	1	81
riba-roja 	1	81
geltrú 	1	81
de l'alzina 	2	81
la geltrú 	2	81
carretera de terrassa 	3	81
de la cerdanya 	3	81
mossèn cinto 	2	81
carrer del comte 	3	81
de sant carles 	3	81
de l'era 	2	81
carrer d'alfons 	2	81
d'alcoi 	1	81
maria claret 	2	81
i la geltrú 	3	81
dels pirineus 	2	81
jardí 	1	81
manuel de 	2	81
de la ginesta 	3	81
carrer del camí de 	4	81
vilanova i la geltrú 	4	81
crist 	1	81
de dénia 	2	81
del cadí 	2	80
país valencià 	2	80
carretera de tavernes a 	4	80
saragossa 	1	80
portal de 	2	80
de l'empordà 	2	80
tavernes a 	2	80
de l'illa 	2	80
de tavernes a 	3	80
ronda ibèrica 	2	80
sant joan de 	3	80
de la unió 	3	80
carles i 	2	80
carrer lluís 	2	80
tavernes a llíria 	3	80
de tavernes a llíria 	4	80
carretera de tavernes a llíria 	5	80
passatge dels 	2	80
camps 	1	80
de l'horta 	2	80
carrer de guillem 	3	80
valencianes 	1	80
carrer mare de déu 	4	80
bon 	1	80
carretera de tavernes 	3	80
a llíria 	2	80
